mirID	PDAC001T	PDAC003T	PDAC004T	PDAC005T	PDAC006T	PDAC007T	PDAC008T	PDAC009T	PDAC032T	PDAC011T	PDAC012T	PDAC013T	PDAC014T	PDAC015T	PDAC017T	PDAC018T	PDAC019T	PDAC020T	PDAC021T	PDAC022T	PDAC023T	PDAC024T	PDAC025T	PDAC026T	PDAC027T	PDAC028T	PDAC029T	PDAC030T	PDAC031T
hsa-miR-24-2-5p	13.1436060665616	12.3534706165979	12.1992248203632	12.8934089279308	12.8759792434911	12.0476983846307	13.4795045480573	12.2889653408254	13.3305669691829	12.9664705997869	13.1367248380053	12.9179165024782	12.0621260401369	13.5198748661555	13.2370644998182	12.7339309450643	16.1165441602959	13.6033964840751	12.6513412468584	13.170178974681	12.062133408015	12.2957936263663	12.4535822651755	12.8106590597212	12.9216912464452	13.4220664912988	12.838514923078	13.2806562753605	11.1615582418152
hsa-miR-24-1-5p	9.44977789333514	8.61204936594703	8.35459171374841	8.09485434130362	9.55921236586769	9.68743011583609	9.76994220158509	10.4661975548178	10.4046505298926	10.0656055609418	9.09015233838612	10.3893173870052	9.59542258008139	10.6209659162824	9.66926488977542	9.88681377701591	11.5082425101455	9.88164774891257	8.76486529150045	9.87233187023439	8.76003221985417	9.28640959101665	9.81177244545761	9.05135078630965	10.1874356961267	9.47066013390933	10.8701947553562	10.7000467028629	8.6861659720744
hsa-miR-199b-5p	10.2006520978748	9.61872205776333	9.80375661608882	10.5300414674275	11.8418847044894	10.049451266718	11.4915966288897	10.895226804404	10.7028954992536	11.0482813729016	15.5256503540967	10.6809997180584	10.4062040517066	11.6324738444389	11.6384665320705	10.2645562877991	6.18977950922723	10.3116805617667	11.5567736907569	12.3697420646811	11.7180895783331	11.8194175335543	9.99880857071712	12.6148975706435	9.5764744905318	8.56760979439991	9.03965584818348	11.1557466923748	10.209068036963
hsa-miR-143-5p	5.14935326548836	3.22239242133645	2.9830219542933	0	4.06837176300981	4.1259526570875	4.98060632502914	2.93808341526295	4.30759057538167	3.69689355894257	4.16712724818664	3.60267921294982	4.12792348013235	5.50101985390371	5.06207063893015	3.33457868593726	5.51295105327524	4.29573494913883	4.0996612588211	4.86301471873437	3.42879323457948	2.94328735732224	4.61016268191772	6.11911743145277	5.70282101360593	5.3196262810855	4.76671497935881	3.29293074735159	0
hsa-miR-200c-5p	12.5632168510818	13.3738915358481	13.8613801336465	14.2143536351569	13.8599997803815	12.4173500746523	9.84834616769333	12.8331875224767	12.0334371317891	12.9662326248354	12.0401699469771	13.7227019267816	13.7538342218951	13.3164411365491	12.3664195376011	12.308780164084	12.2336195605435	12.2870305764565	11.2072069697466	11.6591242174329	15.8252369633166	12.1361378734572	12.6745123697138	11.8126242207354	12.6514660449991	11.5783959919112	12.1020832350045	12.7506282901342	14.1130225762468
hsa-miR-22-5p	10.1960868657325	8.53671490481935	7.98565691268124	7.95742648936707	9.74283593927376	9.19260751730391	10.1446735827449	7.42660641417884	9.72487786292681	9.3553276644489	9.89125051119529	7.28794706491703	7.78646711323461	10.0088031749219	9.60579571607099	8.77560037014582	12.6147448915252	9.44819497389983	7.07578005336108	9.08894882195663	7.51926033203722	8.97483321277872	8.96810162149669	11.8746452258091	11.5892152793646	11.855725508533	11.2834940265877	9.16255696794962	8.33562166867672
hsa-miR-27a-5p	11.1056423454266	13.0558347401506	11.8031666815782	12.0463863914978	9.4960347569078	9.49736409548828	10.0209281604196	9.30546353764175	11.0922818239851	10.8072671319141	10.7696915367829	10.6109792059423	9.93836518361977	11.2886951921149	9.70448790296058	11.4540829575436	10.0401165527886	11.2692749931674	10.7520851553994	9.92240935629069	11.0580432639039	10.9713373852808	10.7052927077649	12.2971983898966	11.2816278850063	12.4075107680973	11.6912657562927	9.68717196523863	10.6974809323521
hsa-miR-221-5p	11.2993003497808	12.6386454076787	12.6136541072739	11.9692347028404	12.0220716881799	12.1832959822934	10.3689746429266	10.160675821267	11.5063250273152	12.2518495868104	10.6274618063303	11.4342413879311	11.0390596371151	12.3977116338499	10.6187396052606	11.6689048074354	10.4589812231862	11.2823037895756	12.4767349067381	11.9843631410418	10.2691591855815	10.5488509389197	11.542127758395	10.5056864072188	11.9431699770949	12.3054398757773	11.7167093119114	12.212115008928	11.459715501376
hsa-miR-100-5p	17.2423944438405	16.4449893915901	17.4760637298932	17.9477299397567	17.1551589816871	16.459851259796	17.0841307775055	17.222020924234	17.3083940102238	17.4720352708471	18.3962847657433	19.896535379358	16.0362524206269	16.1245989033493	16.6295135094962	16.0054663886727	15.6176019421462	17.7152556395931	19.9978134515182	17.6447488801931	18.3603090275758	18.2250876936351	15.8439449362764	15.9643373583284	15.4898232611202	15.9332984677405	15.3849685595171	16.2450195467024	15.7681926666589
hsa-miR-205-5p	17.1921431296209	11.0118484373665	18.7112594729113	8.16628349322824	6.19028403786372	5.91300275198363	6.48024425217502	5.93714422134112	5.75804704467782	8.63364487147246	8.68031229192667	11.460737553466	5.95394058140617	5.09656240831293	3.74535798576718	4.63553333231607	9.27410212089247	9.37246140933068	7.94445322162198	5.82103773305751	11.3909218453956	15.342355513386	4.95954569735969	6.80857630306306	9.46446014501958	13.5244534323454	5.89861850747623	5.55338635081857	8.60815693282892
hsa-miR-142-5p	15.8256386510917	13.3553306240777	13.5700857554899	14.6061144901928	15.8114312000147	14.7051129921603	15.5651332768226	13.7024740449515	15.8472965951201	15.4076975103199	16.3633889934521	14.6483603271016	12.8786497883208	15.8685541132198	15.64609967807	16.2319334760563	14.8082490773443	16.9767790210367	13.7776896973934	15.0288899823188	15.5341714789753	14.1641593186411	14.9548749100063	17.2681675128967	14.3966303528202	15.1057785752219	14.3259100451497	16.1949800185515	13.0107134707523
hsa-miR-195-5p	17.0138406529703	16.1286558709834	15.2282330013645	16.6161282053549	16.3066465231767	16.0684824233501	16.8577741169771	16.588662778648	17.3668672412394	16.2512522806051	16.4947763727684	15.633971557871	15.538966488504	15.8172316009654	16.3793680597509	15.9851230128443	15.4950079539672	17.3082774162743	16.5419551346582	16.4575890217714	14.7002970962087	16.5170613561402	15.7446739142617	15.7071549521197	15.3476806895678	15.2306273066761	15.2853272590522	14.8952420133374	14.4852557229239
hsa-miR-103a-2-5p	4.65419002509948	5.24933296415473	4.27925445952318	4.24705330829183	5.89838991636995	3.84119982742025	4.69687680158415	4.72691725979195	3.65844293626556	5.71243814603229	5.75531550819942	2.94278907652008	4.60594752585049	5.36782926921939	5.17651603730516	4.24404552831752	6.91995772778889	4.2241277877981	3.45569018749242	3.32662079929357	2.55690231421769	4.35090001148106	5.9282685593325	6.21127242326726	6.37330728084531	6.40408109430119	6.63614776263424	5.9804933205363	5.41580709924656
hsa-let-7c-5p	17.1240691362293	15.7328165920044	15.3874729752511	16.5584425776233	16.8315909664231	15.9357009504122	17.050077296978	15.7555825307131	17.0161061926256	16.5424261443803	17.7685831459193	16.4174585725024	16.0417860159643	15.9483982217534	16.4749748584882	16.2313827500745	16.5280087350581	17.5656867860655	16.9054577951491	17.0125038252019	15.7627356394919	17.1990114194962	16.0489942959801	16.6940982865344	16.7909217490423	17.5426753195094	16.9565083590341	16.6947167315787	15.4258133043345
hsa-miR-27b-5p	12.6059141846284	13.5543594170652	12.8878666878153	12.4179186715014	12.1071241753921	12.1790765352963	11.4462911412946	12.3926615358728	12.9470733090409	13.5289893171241	12.2390310676479	13.0569819911837	12.4170227271231	11.6890776862578	11.6025720406738	13.3107873513864	12.5290769767543	12.111343154477	13.4357733697483	12.1668624036203	12.510753147932	12.5036238971608	12.6543412756272	12.9718952536403	12.9301724486591	12.6643004659805	14.4995143421199	12.8773369383249	13.2025784171768
hsa-miR-223-5p	10.5773160357353	8.59660390715655	8.4215055550121	8.82426520199084	9.72346795002151	8.24155648530127	9.92448470483128	6.21535192260655	9.77329193606776	9.45900643882885	10.7900643876941	9.10780459632291	7.78802731332578	9.52343790908709	9.23091118207435	9.42267699918424	9.49254632314551	10.2085690622918	7.85654523945337	8.95064645605431	8.78332099537313	9.499237763046	8.24876500898493	9.33925050592766	8.61080037563277	9.92966540272696	9.17861248085159	9.61434385787786	6.76576677094332
hsa-miR-127-5p	10.4935871408076	7.31758010607839	7.02997125548283	7.41813987672006	7.38663351368247	7.63310994602627	9.581013386311	7.68024427149131	7.83945705038693	7.52235197388253	8.85256995570855	7.05038861308955	7.2575259954821	7.36372413755271	8.73615046422832	7.10140942379371	6.85135929591724	8.85074410643657	7.09093423400772	8.52221214017569	7.29909613858278	8.69032008537952	7.36597512329157	8.65201481262004	7.70351242560857	8.51796934374628	7.88229988774032	6.72293394785278	6.97256756626973
hsa-miR-10b-5p	16.4804689845875	15.1537298522616	16.6019493049157	16.4774046557193	16.9484113048535	16.8138297803391	15.8047642331204	16.5734970448935	16.7147493158824	17.3825545961645	16.0859772572584	16.8116991403927	15.1641231068332	16.5885009282981	15.7630637511318	16.3600769459671	17.2777706182401	16.0378765604065	16.2936550107398	17.3004629025639	16.0729764429152	15.6601797366183	16.7397625491656	15.2957808553298	16.0145110540707	16.432601190285	15.780705456185	16.1777930799655	14.7819430729127
hsa-miR-411-5p	17.4363940189479	15.9389848045252	16.0394355916531	16.9431114617658	15.2668798361572	15.6337182452125	16.4419154197983	16.0495285393956	15.8839710855033	15.5134380517553	15.9674672895849	16.7055004583668	15.8707759393624	14.9975274960398	15.6935250153343	15.5904121077071	15.0288690355596	17.0034296861171	17.2293726309729	16.4862667353506	16.2939617966563	17.2693433166994	15.5524309171863	14.3487706460533	14.7590480419839	16.2087384141625	15.3090373252559	14.5492876917885	15.293225368057
hsa-miR-203a-5p	4.12300040019887	0	2.48652655344419	0	1.24602584552836	2.56995151486604	0	2.9099339004624	0	0	0	0	4.73557772004196	2.52231145832211	4.69054242184213	0	6.74841067859331	0	0	0	0	0	2.1197309101252	3.59806571245795	2.19252664328101	3.87580928990372	2.82129411301548	0	0
hsa-miR-29a-5p	8.8275360863728	7.93216005988805	8.68625934189154	8.82440953089404	8.98566793856377	8.83351136624684	9.00825645146612	8.34067596174337	9.03174218142013	8.929526267873	8.58900825121583	8.69563011839196	7.31804111808881	10.2132550730738	9.29276328667106	8.63373755546245	12.053820369063	9.13124541494393	8.35085795154449	9.02221580230838	7.43441622138295	7.20163319812238	9.38266502390377	10.93402507933	10.1385221347921	11.8666976148883	10.3849592058635	9.34506601280545	9.30941851619602
hsa-miR-30d-5p	16.2568336317644	17.3916670462158	17.1365569129771	16.9187145509946	17.4086852524105	17.1519445206035	16.3433827514834	19.3048050580289	16.7001004234825	17.4101846665544	16.7531907551325	17.5144574270159	17.1626061947093	17.1937475252116	17.018937256798	17.2532508176726	17.0111365212733	16.9518322732486	16.6283893848367	16.9717805647114	15.0712839525914	15.5045200217094	17.2218394751274	17.7504135600905	16.7298400076118	18.056523397931	18.3397768233594	16.971837187133	17.4391573967116
hsa-let-7d-5p	16.1529861015406	15.0042600834084	16.1499298842371	16.2226364646243	16.6004468103075	15.6571644621144	16.1664508886409	16.7524121515411	16.7407125297454	16.4720126738176	16.2985300186636	16.1341458587958	16.9539536534601	15.7474463391608	15.937497973697	15.7368876174523	16.1419990133694	16.5701768496754	16.2936724100077	16.6514470255028	15.5502775841409	16.2038473351443	16.4250737455236	16.0400889131525	16.9155842035707	17.4718560368953	17.606208266906	17.0522781623397	16.1690011756297
hsa-miR-17-5p	16.0056581508075	15.9080115724854	15.4206386570855	16.1967680563886	16.7000228209291	15.9051702292957	14.6444152370897	16.9231587772476	14.5083049190163	17.0451225359538	16.691512209242	15.2486141610885	16.3880538413339	16.8187320141041	16.7352821130659	16.5361978028355	15.7878525017182	15.9411067114527	15.3237889305031	16.1902377935293	15.4554809385844	14.5707874100202	15.3195778824954	15.6906351737527	15.6764717438346	16.5557267247979	15.8892164829438	16.2585786028164	16.6014766742988
hsa-miR-138-5p	17.2711929215922	12.8542262924585	16.2788480519467	14.8810611233634	13.9193685954588	13.3660635294292	13.7957473694676	11.4894508029362	14.7130583224558	14.2367634594423	15.5943513252644	16.4661906615803	14.0504991241286	12.7546293426972	12.7902396601049	14.0777286722491	11.943145791404	15.7842492887125	12.3076907532087	12.1820431507703	14.914129798523	16.3139465765232	17.1685186735925	14.1298757757868	12.9878273842974	17.4149574049658	13.9109618282065	12.8187275432896	13.3974221057645
hsa-miR-34a-5p	15.8544342017681	13.4093893575577	14.4342892678735	13.2347490121514	14.918339429447	15.018761333432	15.9988891907987	15.973238091669	16.0523163310271	15.8209156228333	15.9819603922539	14.0486101098585	14.0455165416227	16.492565426904	15.3899725945858	14.9894144510052	14.7248749054132	16.6150444416081	13.9131697635507	16.1105748683674	16.6154254331229	14.4370279710395	15.6345492459082	16.5206757234692	16.6824552883855	16.1764638823307	15.7556881968355	16.964761366467	15.2957894330711
hsa-miR-151a-5p	14.3159262544176	14.1215307938469	16.0287141400474	15.0428904843133	15.2837023606851	14.6988403523081	13.1950167994853	15.0686526773334	14.2831566683247	15.0571703461663	15.0128840658005	15.3693022553335	14.5653204576459	14.7355429782264	13.9986757352641	15.2936264017736	13.6843574829372	14.4679965351133	14.8434262077834	14.4032543371541	13.2901687586537	14.0440406132925	14.5859387238753	14.5546434132181	14.099980952892	15.7336662165293	15.0648785391529	14.6163686271469	14.7066332903759
hsa-miR-98-5p	15.8041993229963	16.0045493280844	16.9605584709874	16.7070837618052	16.3352173232861	16.3478513069289	15.2076918455995	18.1706547065724	16.4541101885042	16.7531503357838	15.8095239172239	17.0409504498985	18.4014203554347	15.9592363276245	16.0383304419754	16.4160660327185	15.971169438268	16.4189611011091	17.6648587968456	17.998408930654	16.8943882544234	15.5056287030805	16.087030434168	13.7879597013014	15.9581815145916	16.7216312110917	15.6678725602761	17.7429146894022	17.1024319889228
hsa-miR-140-5p	15.369579332837	15.2965378671403	14.6056872259983	15.2233535256262	16.3328488241898	15.95593649986	15.8904505044377	14.2854824307067	16.374286178058	16.3231923980016	15.3643500705823	15.1772313720635	14.8789188404459	16.9462727227477	15.8676230554605	16.0908574786067	16.5017605926614	16.1465764453201	15.1823045153127	16.0562767859332	14.4846294321131	14.1415706782535	15.6292246068339	14.5178000219804	15.9408269241738	15.9296135895452	15.454727360531	16.6700359275441	15.0723519653217
hsa-miR-200b-5p	9.87483172924659	11.356334787503	10.9165327012872	12.2180513984819	11.1478486787066	10.9411942175448	9.04464732922458	9.8258284516741	11.6225211932328	10.845021624883	11.5009277411496	10.5549905282119	10.9230743903356	12.0892663336684	10.1020878654465	12.906655415513	10.8244196441264	11.5033543850389	10.9389001456541	11.1443997956145	11.2428169917768	10.9953334654425	12.4244344764849	11.7282204766409	12.5307688272651	11.4514198776077	12.5684144881729	12.6360364943567	13.2471715498513
hsa-miR-146a-5p	15.629549655621	14.2941532932756	13.9435647210847	13.6012809360324	14.920994272976	15.7354978429394	14.9648010740655	14.3046257957382	15.7370856246416	15.9331068951279	17.5059161806827	14.3899315445765	13.4109272176491	17.140125395164	15.5499206500531	16.7478929559524	15.3331501367659	19.6344048954772	15.2932303922483	15.4136423248451	15.8382246289332	14.2684090939176	14.7165155428236	17.0828393168066	15.5164045381628	16.8854835939649	14.248447553543	14.3262240075547	13.7947687345077
hsa-miR-20a-5p	15.6059710697965	15.4658340305228	14.538882260265	15.5060287483842	16.2739932685378	15.4290391851247	14.2951859174124	16.2988758455502	13.672594956246	16.429301504821	15.5638543524984	14.5905400516542	15.4973364882379	16.4789710155671	16.4127984519547	16.0124638493256	15.3647254841697	15.4182462729461	14.4347185752232	15.5567416127485	15.2084717062706	14.4385167966887	14.8654336625451	15.3375913106082	15.4547785868267	16.1280570855144	15.5183183232495	15.3450365850064	15.9283681096733
hsa-miR-30a-5p	14.9652793178823	15.0699538617744	14.6641443873132	14.3840806451621	12.2652507655521	14.9582547405221	13.9985486246758	16.2241270820649	14.3399004604169	15.7552322116614	13.5727908692791	14.4006041016074	14.8553798914259	13.8380616002964	12.2595664843856	14.3558001321742	15.6351026919337	13.8564760426307	13.7700761924185	14.2913262710072	12.822840051746	13.7975634633505	13.9921995191112	14.5696273525116	15.6014253278701	16.5551015659306	14.1698092922132	14.0536527718825	12.0164259124624
hsa-miR-141-5p	14.1854389814742	15.5600542632337	15.8813714682055	16.5127595769448	15.7085061331495	14.1800006969095	11.6971138581539	14.5707341205456	14.0454115031568	14.882561345308	13.6414388665267	14.8529830252907	15.0772200593399	14.8378152249245	13.6596001381098	14.1102940141334	14.6947674634947	14.3969308640639	12.7164646864634	12.9755986537673	16.8154215808765	13.8696462448574	14.4699112158748	14.4687989753909	14.7267430424607	13.5772087243529	14.7497037379473	14.8007262470007	15.7988351112586
hsa-miR-222-5p	13.5123574672968	14.6614583632775	14.1922035901509	14.2772771282474	13.4425501880906	13.3009774921358	12.1492279451616	12.1060742853799	12.4010721195495	13.3921223814702	12.3445101777432	13.7283085146768	12.5342520847798	13.4875900479446	12.5360941487133	12.9831617924502	11.8225118359762	13.0196926141824	14.6780781864053	13.6813243315593	13.253106743881	12.2809636582048	12.280883773892	11.4120510794477	12.8536609375289	13.8676922432875	12.6857828196797	13.8322371489914	13.2410751728406
hsa-miR-125b-5p	16.1596404114499	15.2966148852267	14.9070039529373	15.0261272065409	16.3004781854787	15.0824216463103	15.911224146545	16.2170259541193	16.3602306251888	15.8728947770896	15.7770407037284	15.521977101412	14.9374772177116	16.3559668032308	15.626416572624	14.9507856239451	17.2135224662126	15.3468542593009	15.3332860433386	16.2239992323975	13.968976156133	14.7559680200953	15.9197140325249	16.6694471466898	16.7870385789992	17.3344715186496	16.2216915071849	15.3069680537044	14.9496531313599
hsa-miR-93-5p	15.1993768965646	15.1676731145685	14.7963483681944	14.476191811733	15.2074537304333	15.7647291942515	14.7445298530803	15.3470160139114	14.4974973741416	15.8613167963389	16.5255057546681	15.3128841714926	16.3359633882863	16.1565596831213	16.7932552154292	15.2641383413423	14.94447232977	15.3213026406635	15.0982743695788	15.4721230979367	14.8076720435777	14.6558215491668	14.9214665077315	16.0456515310918	14.9065369967921	15.5014374816422	15.7581494782872	15.4069032047146	16.178944776795
hsa-miR-181a-5p	15.3490143603717	15.7168778976775	15.4425778044555	14.9063696048857	14.3840848042826	15.9421436195591	14.5198847812706	15.3510915064303	16.6460447026376	15.50346646878	15.9259204961213	17.0439734568371	15.2396066732045	16.2966664241688	13.7043756293755	16.1835938662684	16.0721236024611	16.9305124609098	14.9694093089833	15.7633226750885	14.5690487408081	15.0946362509221	16.7645162244771	16.8142917176836	16.2247880723197	16.2193347629575	16.9132624358114	13.9584675196469	14.8876437535792
hsa-let-7b-5p	15.1948724314727	14.9234175132201	14.3271402512393	15.9066794842619	14.0433127758058	15.5298870915913	14.7886612164181	15.6398544180549	15.297345676912	13.9007723763379	16.5008320398305	14.525280644145	14.993483796721	16.2077553527183	14.836267941548	15.7731403302135	16.0608284601215	16.350366089212	15.7623802287729	15.3305965544678	15.8649154760911	16.7694257751483	15.7275335296964	16.45034157585	16.0272810768579	15.66302598718	16.0282778461906	15.1997540229991	14.7820524938621
hsa-miR-149-5p	15.0643818138482	14.2105852487416	17.0909968453657	15.4803009639227	14.0157401822704	13.4494221377324	13.8101341180123	16.2181123669297	14.0885579572147	13.5127161275207	13.4605334417866	14.7679387849693	15.1230973501181	15.2136384744324	14.1100393477785	13.658215047876	12.2615734093201	14.5689758038955	14.7963180141992	14.5644175884471	13.7402908847799	14.2290949784055	13.7776540660233	13.0551086142546	13.5527170510843	14.1140288324567	13.0491311120083	13.8978532281432	13.0213825312312
hsa-miR-31-5p	14.8749907798611	18.9689035531734	17.8781828373385	19.6449022114437	18.5855910534413	16.9079865157527	16.6717934623156	15.2958369848503	18.9430230743557	19.4974370122564	17.8983483548934	19.4048248585423	11.3242698425314	19.6573979999503	18.1057511846065	17.6636189105802	17.1483283013184	19.4876305473417	12.4190998089647	18.7662360347941	15.9673524890393	15.0918020863211	20.0115904181645	19.23421644368	12.0512618650846	19.8913939166774	11.3988403093255	18.0282022597305	19.5939427463978
hsa-miR-1260b	11.3921973732071	9.92361171703757	11.3119117368561	12.0831413979066	12.3674900444987	11.1564574102475	10.6233536099596	12.3084259240232	11.4107584403564	12.319105451216	10.4669199268984	12.4472543349206	11.5885609111751	12.3866209117684	12.1792880985812	10.6320382397137	8.59071704946735	10.9502284785059	10.7596006701288	11.4713601106425	12.0124114640323	10.9617499926622	11.8520271959229	10.5285556198399	11.462272331218	12.0447123077061	10.7225879361791	11.3065057621228	11.1882932217187
hsa-miR-497-5p	14.8475037853804	13.9602775550211	13.0044215586197	13.8444247238067	14.1548623716366	13.6727176939111	14.4560312045363	14.4115273252059	14.798399160892	13.9549309580175	14.5567724178608	12.9953842416534	13.1478297221271	14.4593885071741	14.1928381996801	13.5983272327255	14.127005788822	14.3645932248907	13.636361668183	14.6991742407809	12.6548061900489	13.7751991996647	13.5503242800659	13.8017175985485	13.6508600697806	13.5428863156715	13.5914711497901	13.3457815926488	12.5069775510653
hsa-miR-28-5p	14.5285357264293	14.4589119498017	14.6091498650875	14.4846896421515	15.4300692271695	15.3720858258263	13.6468558364375	14.179132825118	15.1730480244366	15.3574448551079	15.3151011018749	15.1560165419579	14.5986224472608	14.6400471450595	14.6811527664481	14.6806506648634	14.7192362168148	14.6709375241117	14.5753102860175	14.6807634787346	13.2565042589689	14.6726388215292	14.7085633100826	15.1202410025467	15.4617753863334	15.6438769486461	15.3583346740678	14.8852616629633	15.4251485417231
hsa-miR-106b-5p	14.7172218470555	14.9494602231088	14.0466346729184	14.181220805009	14.6033235563412	15.2877962402265	14.433017065465	14.740854774292	14.4036209675624	15.1781884012687	15.6326798253777	14.3252249493415	15.2286693711201	15.7645608750789	16.2347757879848	14.8845019966379	14.7142774037739	15.213138767203	14.4933413483191	14.9878184946441	14.6393082976731	14.3579221175899	14.3985412518093	15.9750991036972	14.746803910406	14.9244815025612	15.3411014132008	14.774725408914	15.1381208962358
hsa-miR-1260a	11.031782688061	9.941075199572	10.8082250939484	11.9112482649404	12.0568349608403	10.7742396426094	10.3498293508403	12.2722926790801	11.2421653563329	12.2644801673228	10.3206407944293	12.031399348772	11.1507096228679	12.1721484800494	11.8352012122898	10.3584173803231	8.18613650438321	10.8469266479772	10.5599890236687	11.2378707783442	11.9464150775306	10.6868976410903	11.6818598936652	10.4152389455187	11.2924394218399	11.7067827746707	10.5964620427227	10.9122738523145	10.9072598899041
